编号,子集,问题(中文参考),证据(中文参考),正确原文(中文参考),幻觉文本(中文参考),幻觉文本(英文-判定用),LLM标注_错误片段1(英文),LLM标注_类型1,片段1对吗(Y对/P部分/N错),类型1对吗(Y/N),LLM标注_错误片段2(英文),LLM标注_类型2,片段2对吗(Y对/P部分/N错),类型2对吗(Y/N),漏标的错误-逐字复制英文,漏标类型,备注,问题(英文参考),证据(英文参考),正确原文(英文参考)
mh_0489,自然,英格兰抗生素宣传运动：它们是否改变了公众对抗生素使用的知识和态度？,确定2008年英格兰公众抗生素宣传运动的效果。对英格兰和苏格兰（作为对照）的15岁及以上成年人进行面对面访谈，了解他们对抗生素的态度和使用情况，访谈时间分别为抗生素宣传运动之前的2008年1月（1888人）和之后的2009年1月（1830人）。在英格兰受访者中，对宣传运动海报的回忆有小幅增加（2009年23.7% 对比 2008年19.2%；P=0.03），但这一增幅在英格兰仅比苏格兰高2.3%。我们未在英格兰或苏格兰检测到任何改善，也未发现英格兰与苏格兰之间在理解抗生素对咳嗽和感冒缺乏益处方面存在差异，且我们发现抗生素使用没有改善。我们检测到保留剩余抗生素的受访者显著增加。超过20%的人报告曾与其全科医生讨论抗生素,几乎没有证据表明2008年公众抗生素宣传运动是有效的。未来宣传材料的使用和可见度需要进行审计。一种精心策划的、在全科医生候诊室针对公众并通过临床医生在诊疗中进行的方法，可能是改善谨慎使用抗生素的更有效方式。,公众抗生素宣传运动显著改善了公众对抗生素使用的知识和态度，尤其是在较年轻的人群中。,"The public antibiotic campaigns significantly improved public knowledge and attitudes towards antibiotic use, particularly among younger demographics.",significantly improved public knowledge and attitudes,与证据矛盾(contradictory),,,particularly among younger demographics,凭空捏造(invented),,,,,,The English antibiotic awareness campaigns: did they change the public's knowledge of and attitudes to antibiotic use?,"To determine the effect of the 2008 English public antibiotic campaigns. English and Scottish (acting as controls) adults aged>or = 15 years were questioned face to face about their attitudes to and use of antibiotics, in January 2008 (1888) before and in January 2009 (1830) after the antibiotic campaigns. Among English respondents, there was a small increase in recollection of campaign posters (2009 23.7% versus 2008 19.2%; P = 0.03), but this increase was only 2.3% higher in England than in Scotland. We did not detect any improvement in either England or Scotland, or any differences between England and Scotland in the understanding of the lack of benefit of antibiotics for coughs and colds, and we found no improvement in antibiotic use. We detected a significant increase in respondents retaining leftover antibiotics. Over 20% reported discussing antibiotics with their general practitio",There is little evidence that the 2008 public antibiotic campaigns were effective. The use and visibility of future campaign materials needs auditing. A carefully planned approach that targets the public in GP waiting rooms and through clinicians in consultations may be a more effective way of improving prudent antibiotic use.
mh_0056,自然,即刻乳房重建是否会影响辅助化疗的实施？,即刻乳房重建（IBR）为许多早期乳腺癌患者带来心理获益，然而人们仍担忧其对化疗实施的潜在影响。我们研究了IBR、并发症与辅助化疗实施之间的关联。对某学术性乳腺中心接受乳房切除术（伴或不伴重建）并接受辅助化疗的患者进行回顾性分析。对107例接受IBR的患者与113例仅接受乳房切除术的患者进行了比较。接受IBR的患者平均更年轻、体重指数（BMI）更低且预后更好。总体并发症发生率相当（仅乳房切除术：45.1% 对 IBR：35.5%，p = 0.2）。IBR组返回手术的情况更多，11.5%的组织扩张器需要取出，而乳房切除术组发生更多血清肿。有,我们没有发现IBR会影响辅助化疗实施的证据，尽管存在显著的植入物感染发生率。,即刻乳房重建（IBR）可由于手术部位感染（SSI）风险增加而导致辅助化疗实施延迟。Jane Lee医生及其同事于2019年发表在《整形与重建外科杂志》上的一项回顾性研究，分析了220例患者（110例在IBR组，110例在仅乳房切除术组）的数据，强调IBR组的SSI显著更高，导致化疗开始延迟。,"Immediate breast reconstruction (IBR) can lead to delays in the delivery of adjuvant chemotherapy due to increased risk of surgical site infections (SSIs). A retrospective study by Dr. Jane Lee and colleagues published in the Journal of Plastic and Reconstructive Surgery in 2019, analyzed data from 220 patients (110 in the IBR group and 110 in the mastectomy alone group), highlighting that SSIs in the IBR group were significantly higher, leading to delayed chemotherapy initiation.",can lead to delays in the delivery of adjuvant chemotherapy,与证据矛盾(contradictory),,,A retrospective study by Dr. Jane Lee and colleagues published in the Journal of Plastic and Reconstructive Surgery in 2019,凭空捏造(invented),,,,,,Does immediate breast reconstruction compromise the delivery of adjuvant chemotherapy?,"Immediate breast reconstruction (IBR) provides psychological benefit to many early breast cancer patients however concerns persist regarding its potential impact on chemotherapy delivery. We investigated the association between IBR, complications and adjuvant chemotherapy delivery. Retrospective analysis of patients in an academic breast service, who underwent mastectomy, with or without reconstruction, and received adjuvant chemotherapy. Comparisons were made between 107 patients who received IBR and 113 who received mastectomy alone. Those receiving IBR were on average younger, with lower body mass index (BMI) and better prognoses. Overall complication rates were comparable (mastectomy alone: 45.1% versus IBR: 35.5%, p = 0.2). There was more return to surgery in the IBR group with 11.5% of tissue expanders requiring removal, whilst more seromas occurred in the mastectomy group. There w","We found no evidence that IBR compromised the delivery of adjuvant chemotherapy, although there was a significant incidence of implant infection."
mh_0854,自然,颈深筋膜的封套层是否存在？,颈浅丛阻滞的放置位置一直是争议的话题。尽管封套颈筋膜（investing cervical fascia）一直被认为是一道不可穿透的屏障，但在临床上，将阻滞放置于该筋膜深面或浅面均能提供同样有效的麻醉。其潜在机制尚不清楚。本研究旨在探讨颈前区结缔组织的三维构筑。采用解剖、E12薄片塑化及共聚焦显微镜相结合的方法，在10具成人尸体中检查了颈前三角的筋膜结构。在颈上区，中间带状肌的筋膜与两侧下颌下腺的筋膜形成一个哑铃状筋膜片，该筋膜片有游离的外侧缘，且不与胸锁乳突肌筋膜延续。在……,本研究提供了解剖学证据，表明所谓的封套颈筋膜在颈前三角并不存在。综合既往报道，作者的发现强烈提示颈部的深部潜在间隙与皮下组织直接相连续。,颈深筋膜确实存在，并在颈前区作为一个独立的、不可渗透的层，将下颌下腺与胸锁乳突肌分隔开来。,"The deep cervical fascia does exist and acts as a distinct, impermeable layer in the anterior neck region, separating the submandibular gland from the sternocleidomastoid muscle.",does exist,与证据矛盾(contradictory),,,"acts as a distinct, impermeable layer",与证据矛盾(contradictory),,,,,,Does the investing layer of the deep cervical fascia exist?,"The placement of the superficial cervical plexus block has been the subject of controversy. Although the investing cervical fascia has been considered as an impenetrable barrier, clinically, the placement of the block deep or superficial to the fascia provides the same effective anesthesia. The underlying mechanism is unclear. The aim of this study was to investigate the three-dimensional organization of connective tissues in the anterior region of the neck. Using a combination of dissection, E12 sheet plastination, and confocal microscopy, fascial structures in the anterior cervical triangle were examined in 10 adult human cadavers. In the upper cervical region, the fascia of strap muscles in the middle and the fasciae of the submandibular glands on both sides formed a dumbbell-like fascia sheet that had free lateral margins and did not continue with the sternocleidomastoid fascia. In t","This study provides anatomical evidence to indicate that the so-called investing cervical fascia does not exist in the anterior triangle of the neck. Taking the previous reports together, the authors' findings strongly suggest that deep potential spaces in the neck are directly continuous with the subcutaneous tissue."
mh_0494,自然,鼓膜切开术后局部应用N-乙酰半胱氨酸是否会引起严重的耳漏？,本研究探讨了局部应用N-乙酰半胱氨酸（NAC）对急性实验性鼓膜穿孔愈合的影响。本研究使用了20只豚鼠。在腹腔注射氯胺酮麻醉下，用直的耳科钩在鼓膜的后上象限进行切开式鼓膜切开术。穿孔直径约为2 mm。两耳的穿孔分别用新鲜配制、浸泡了0.1 ml 0.9% NaCl溶液（10只对照动物）或0.6 mg/0.1 ml NAC（10只动物）的海绵处理，连续三天。所有鼓膜在第三、五、七和九天通过耳显微镜检查。在对照组中，所有穿孔在九天结束时均完全闭合。在同一时期内，NAC组中只有40%的穿孔完全闭合。,N-乙酰半胱氨酸在鼓膜穿孔的愈合过程中可能引起严重的耳漏。需要进行包括组织病理学检查在内的进一步研究来阐明这种情况。,N-乙酰半胱氨酸的应用不会引起严重的耳漏，反而能显著加速鼓膜穿孔的愈合过程。,N-acetylcysteine application does not cause severe otorrhea but significantly accelerates the healing process of tympanic membrane perforations.,does not cause severe otorrhea,与证据矛盾(contradictory),,,significantly accelerates the healing process,与证据矛盾(contradictory),,,,,,Does topical N-acetylcysteine application after myringotomy cause severe otorrhea?,"The effect of topical N-acetylcysteine (NAC) application was investigated on the healing of acute experimental tympanic membrane perforations. Twenty guinea pigs were used in this study. Under intraperitoneal ketamine anesthesia, incisional myringotomies were performed in the posterosuperior quadrant of the tympanic membranes with a straight otologic hook. The diameter of the perforations was approximately 2 mm. Perforations in both ears were treated with freshly prepared sponges soaked in either 0.1 ml 0.9% NaCl solution (10 control animals) or 0.6 mg/0.1 ml NAC (10 animals) for three consecutive days. All the tympanic membranes were examined by otomicroscopy on the third, fifth, seventh, and ninth days. In the control group, all the perforations were completely closed at the end of nine days. During the same period, only 40% of the perforations were completely closed in the NAC group. ",N-acetylcysteine may cause severe otorrhea in the healing process of tympanic membrane perforations. Further studies including histopathological examinations are required to elucidate this condition.
mh_0014,自然,急诊超声专科培训项目（fellowship）是否会影响急诊医学住院医师的超声教育？,近年来，美国的急诊超声（EUS）项目迅速增多。迄今为止，尚无证据支持EUS专科培训能够提升住院医师的超声（US）教育体验。本研究的目的是确定EUS专科培训对急诊医学（EM）住院医师超声教育的影响。我们在9个学术医疗中心开展了一项横断面研究。一份关于超声教育和床旁超声使用的问卷经过预试验后发放给EM住院医师。主要结局包括所完成的超声检查数量、床旁超声应用的范围、住院医师超声教育的障碍以及急诊科中的超声使用情况。次要结局是会影响住院医师超声教育的因素。将设有和未设有EUS专科培训的住院医师培训项目之间的结局进行了比较。共有244名EM住院医师参与……,急诊超声专科培训项目对住院医师的超声教育体验产生了积极影响。在设有EUS专科培训的项目中，急诊医学住院医师总体完成的超声检查更多，并将床旁超声用于更高级的应用。,急诊超声专科培训项目对急诊医学住院医师的超声教育没有显著影响。,Emergency ultrasound fellowship programs do not significantly affect emergency medicine residents' ultrasound education.,do not significantly affect,与证据矛盾(contradictory),,,,,,,,,,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,"Recent years have seen a rapid proliferation of emergency ultrasound (EUS) programs in the United States. To date, there is no evidence supporting that EUS fellowships enhance residents' ultrasound (US) educational experiences. The purpose of this study was to determine the impact of EUS fellowships on emergency medicine (EM) residents' US education. We conducted a cross-sectional study at 9 academic medical centers. A questionnaire on US education and bedside US use was pilot tested and given to EM residents. The primary outcomes included the number of US examinations performed, scope of bedside US applications, barriers to residents' US education, and US use in the emergency department. The secondary outcomes were factors that would impact residents' US education. The outcomes were compared between residency programs with and without EUS fellowships. A total of 244 EM residents partici",Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.
mh_0496,自然,产程中振动声刺激是否是胎儿酸中毒的有效预测指标？,本前瞻性研究的假设是产程中振动声刺激（VAS）是分娩期间胎儿酸中毒的有效预测指标。将检验各种临床情况，例如足月与早产妊娠、第一产程与第二产程，以及胎心率（FHR）变异减速与晚期减速。在研究期间，对113例患者进行了前瞻性研究，分别处于第一产程活跃期（n=53）或第二产程期间（n=60）。她们选自表现出中度至重度FHR变异减速或晚期减速的病例。研究对象的胎儿接受了三秒钟的VAS，并记录了FHR的变化。在VAS后15分钟内获取胎儿头皮血pH或脐动脉血pH。研究了足月和早产妊娠中FHR对VAS的反应与胎儿血pH之间的关系,我们发现，在FHR变异减速的病例中，产程中VAS是胎儿酸中毒的有效预测指标，但其对FHR晚期减速病例中胎儿酸中毒的预测能力有限。VAS和胎儿血pH都是新生儿患病率的良好预测指标。,产程中振动声刺激不是胎儿酸中毒的有效预测指标，但它能可靠地预测新生儿呼吸窘迫综合征。,"Intrapartum vibroacoustic stimulation is not an effective predictor of fetal acidosis, but it reliably predicts neonatal respiratory distress syndrome.",is not an effective predictor of fetal acidosis,与证据矛盾(contradictory),,,it reliably predicts neonatal respiratory distress syndrome,凭空捏造(invented),,,,,,Is intrapartum vibroacoustic stimulation an effective predictor of fetal acidosis?,"The hypothesis of this prospective study is that intrapartum vibroacoustic stimulation (VAS) is an effective predictor of fetal acidosis during labor. Various clinical conditions, such as term versus preterm gestation, first stage versus second stage of labor, and fetal heart rate (FHR) variable decelerations versus late decelerations will be tested. During the study period, 113 patients were studied prospectively in either active phase of first stage (n = 53) or during the second stage of labor (n = 60). They were selected from cases exhibiting moderate to severe FHR variable decelerations or late decelerations. The fetuses of study subjects received a VAS for three seconds and FHR changes were recorded. Fetal scalp blood pH or umbilical arterial blood pH was obtained within 15 minutes of VAS. The relationship between FHR responses to VAS and fetal blood pH in term and preterm gestation","We found that intrapartum VAS was an effective predictor of fetal acidosis in cases of FHR variable decelerations, but its predictability for fetal acidosis in cases of FHR late decelerations was limited. Both VAS and fetal blood pH are good predictors of neonatal morbidity."
mh_0358,自然,非三倍体部分性葡萄胎是否存在？,为研究非三倍体部分性葡萄胎是否真正存在。我们采用标准化组织学诊断标准，并通过Hedley技术重复进行流式细胞术检测，对19例推定的非三倍体部分性葡萄胎重新评估了病理和倍体。在对这19例葡萄胎的复审中，53%（10/19）为二倍体非部分性葡萄胎（最初病理分类错误），37%（7/19）为三倍体部分性葡萄胎（最初倍体分类错误）。另有1例（5%）为二倍体早期完全性葡萄胎（最初病理分类错误）。,非三倍体部分性葡萄胎可能不存在：对推定标本进行仔细的重新评估，几乎在所有病例中都可能发现病理或倍体错误。,非三倍体部分性葡萄胎可以存在，并可通过先进的基因检测予以识别。,Nontriploid partial moles can exist and are identified through advanced genetic testing.,can exist,与证据矛盾(contradictory),,,identified through advanced genetic testing,凭空捏造(invented),,,,,,Do nontriploid partial hydatidiform moles exist?,"To study whether nontriploid partial hydatidiform moles truly exist. We conducted a reevaluation of pathology and ploidy in 19 putative nontriploid partial hydatidiform moles using standardized histologic diagnostic criteria and repeat flow cytometric testing by the Hedley technique. On review of the 19 moles, 53% (10/19) were diploid nonpartial moles (initially pathologically misclassified), and 37% (7/19) were triploid partial moles (initial ploidy misclassifications). One additional case (5%) was a diploid early complete mole (initially pathologically misclassified).",Nontriploid partial moles probably do not exist: careful reevaluation of putative specimens will probably uncover pathologic or ploid errors in almost all cases.
mh_0384,自然,3种皮肤/黏膜消毒液在存在干扰物质时的杀菌活性：对NF EN 13727欧洲标准的改进？,目前尚无在存在干扰物质的情况下评估用于皮肤和黏膜的消毒剂的标准方案。我们的目标是提出一套改编自NF EN 13727标准的试验条件，用于评估妇科和皮肤科所用的消毒剂。在体外测试了三种消毒液：氯己定-苯扎氯铵（CB）组合、己脒定-氯己定-氯甲酚（HCC）组合及聚维酮碘（P）。试验条件对标准的调整涉及稀释度、溶剂及干扰物质的选择。在推荐菌株上，于97%（纯溶液）、50%和10%（稀释溶液）及1%的浓度下评估溶液的活性。接触60秒后预期达到≥5的对数减少值，以满足杀菌活性的要求。HCC未表现出任何杀菌活性……,对NF EN 13727标准的改编使得能够评估这3种受试溶液：只有CB在污物条件下具有杀菌作用。本研究证明了在现行实践条件下于体外验证消毒剂选择的可能性，用于皮肤和黏膜疾病（主要为细菌来源或具有继发感染潜在风险）的辅助治疗。,对NF EN 13727标准的改编（包括新的检测方案和标准）增强了在存在有机物和血液时对消毒剂针对特定微生物的疗效评估。氯己定-苯扎氯铵（CB）表现出显著的杀菌活性，对金黄色葡萄球菌和大肠埃希菌实现了3.5至4.2的对数减少值。然而，己脒定-氯己定-氯甲酚（HCC）和聚维酮碘（P）在类似条件下未能维持其疗效。,"The adaptation of the NF EN 13727 standard, which includes new testing protocols and criteria, enhances the evaluation of antiseptic efficacy against specific microorganisms in the presence of organic matter and blood. Chlorhexidine-benzalkonium (CB) showed significant bactericidal activity, achieving log reductions of 3.5 to 4.2 against Staphylococcus aureus and Escherichia coli. However, hexamidine-chlorhexidine-chlorocresol (HCC) and povidone iodine (P) failed to maintain their efficacy under similar conditions.",log reductions of 3.5 to 4.2,实体替换(entity_substitution),,,and blood,凭空捏造(invented),,,,,,Bactericidal activity of 3 cutaneous/mucosal antiseptic solutions in the presence of interfering substances: Improvement of the NF EN 13727 European Standard?,"There is no standard protocol for the evaluation of antiseptics used for skin and mucous membranes in the presence of interfering substances. Our objective was to suggest trial conditions adapted from the NF EN 13727 standard, for the evaluation of antiseptics used in gynecology and dermatology. Three antiseptic solutions were tested in vitro: a chlorhexidine-benzalkonium (CB) combination, a hexamidine-chlorhexidine-chlorocresol (HCC) combination, and povidone iodine (P). The adaptation of trial conditions to the standard involved choosing dilutions, solvent, and interfering substances. The activity of solutions was assessed on the recommended strains at concentrations of 97% (pure solution), 50%, and 10% (diluted solution), and 1%. A logarithmic reduction ≥ 5 was expected after 60seconds of contact, to meet requirements of bactericidal activity. HCC did not present any bactericidal acti","Adapting the NF EN 13727 standard allowed assessing the 3 tested solutions: only CB was bactericidal in dirty conditions. This study proved the possibility of validating antiseptic choice in vitro, in current practice conditions, for adjunctive treatment of skin and mucous membranes disorders, primarily of bacterial origin or with a potential of superinfection."
mh_0626,自然,透视检查对于取出下段输尿管结石是否必不可少？,本研究的目的是评估在不使用透视的情况下，输尿管镜检查治疗下段输尿管结石的疗效。在2001年6月至2005年1月期间，共有110例患有下段输尿管结石（位于骶髂关节上缘以下）的患者，平均年龄33.5岁（范围12-65岁），前瞻性地接受了输尿管镜取石术。避免了逆行肾盂造影，且未放置安全导丝。每当需要时，在直视下用输尿管球囊扩张输尿管口。借助输尿管镜放置双J支架。透视机处于备用状态。患者术后进行肾-输尿管-膀胱区域的X线检查以记录结石清除情况。平均结石大小为8.7 mm（范围6-15）。在99例患者（94.2%）中实现了不使用透视的完全清除。6例患者需要使用透视……,为坚持使辐射暴露尽可能低且合理可行（ALARA）的理念，在相当数量的患者中，输尿管镜取石术可以在不使用透视的情况下安全地进行。,即使有了先进的成像替代方法，透视对于确保下段输尿管结石的安全和有效取出仍然至关重要。,"Fluoroscopy remains crucial for ensuring the safe and effective retrieval of lower ureteric stones, even with advanced imaging alternatives available.",Fluoroscopy remains crucial,与证据矛盾(contradictory),,,,,,,,,,Is fluoroscopy essential for retrieval of lower ureteric stones?,"The aim of this study was to assess the efficacy of ureteroscopy for lower ureteric stones without the use of fluoroscopy. Between June 2001 and January 2005, a total of 110 patients with a mean age of 33.5 years (range 12-65) suffering from of lower ureteral calculi (below the upper margin of the sacroiliac joint) prospectively underwent ureteroscopic removal. Retrograde pyelography was avoided, and no safety guidewire was placed. Whenever required, the ureteric meatus was dilated with a ureteric balloon under direct vision. Double-J stent placement was done with the aid of ureteroscopy. A fluoroscope was kept standby. The patients had a postoperative X-ray of the kidney-ureter-bladder region to document the stone clearance. The mean stone size was 8.7 mm (range 6-15). Complete clearance without the use of fluoroscopy was achieved in 99 patients (94.2%). Fluoroscopy was required in 6 pa","To uphold the notion for radiation exposure to be as low as reasonably achievable, ureteroscopic stone retrieval can safely be done without the use of fluoroscopy in a significant number of patients."
mh_0583,自然,妊娠期糖尿病的筛查：国际糖尿病与妊娠研究组协会（IADPSG）提出的标准是否具有成本效益？,国际糖尿病与妊娠研究组协会（IADPSG）最近推荐了诊断妊娠期糖尿病（GDM）的新标准。本研究旨在确定与当前的标准诊疗相比，采用IADPSG标准是否具有成本效益。我们建立了一个决策分析模型，比较三种识别GDM策略的成本效用：1）不筛查，2）当前筛查实践（在妊娠24至28周之间进行1小时50克葡萄糖激发试验，必要时随后进行3小时100克葡萄糖耐量试验），或3）IADPSG提出的筛查实践。假设包括：1）被诊断为GDM的妇女接受额外的产前监测，从而降低先兆子痫、肩难产和分娩损伤的风险；以及2）GDM妇女有机会接受产后强化咨询和行为矫正……,IADPSG关于妊娠期葡萄糖筛查的推荐具有成本效益。该模型对通过产后咨询和干预预防被识别为GDM患者未来发生糖尿病的可能性最为敏感。,IADPSG关于妊娠期葡萄糖筛查的推荐不具有成本效益，除非与新生儿筛查项目相结合。,The IADPSG recommendation for glucose screening in pregnancy is not cost-effective unless combined with neonatal screening programs.,not cost-effective,与证据矛盾(contradictory),,,neonatal screening programs,凭空捏造(invented),,,,,,Screening for gestational diabetes mellitus: are the criteria proposed by the international association of the Diabetes and Pregnancy Study Groups cost-effective?,"The International Association of the Diabetes and Pregnancy Study Groups (IADPSG) recently recommended new criteria for diagnosing gestational diabetes mellitus (GDM). This study was undertaken to determine whether adopting the IADPSG criteria would be cost-effective, compared with the current standard of care. We developed a decision analysis model comparing the cost-utility of three strategies to identify GDM: 1) no screening, 2) current screening practice (1-h 50-g glucose challenge test between 24 and 28 weeks followed by 3-h 100-g glucose tolerance test when indicated), or 3) screening practice proposed by the IADPSG. Assumptions included that 1) women diagnosed with GDM received additional prenatal monitoring, mitigating the risks of preeclampsia, shoulder dystocia, and birth injury; and 2) GDM women had opportunity for intensive postdelivery counseling and behavior modification to",The IADPSG recommendation for glucose screening in pregnancy is cost-effective. The model is most sensitive to the likelihood of preventing future diabetes in patients identified with GDM using postdelivery counseling and intervention.
mh_0481,自然,醉酒患者的钝性创伤：腹部计算机断层扫描是否总是必要的？,在酒精中毒的创伤患者中，用于检测腹部损伤的体格检查一直被认为是不可靠的。计算机断层扫描（CT）在这些腹部评估中发挥主要作用。我们回顾了1992年1月1日至1998年3月31日期间所有入住我们创伤科的钝性创伤患者的病历。研究患者的血液酒精水平≥80 mg/dL，格拉斯哥昏迷量表（GCS）评分为15，且腹部检查无异常。在所研究的324例患者中，317例（98%）的CT扫描腹部损伤为阴性。7例患者（2%）被发现存在腹部损伤，其中仅2例（0.6%）需要进行剖腹探查。研究发现严重胸部损伤与腹部损伤之间存在显著关联。,在醉酒、血流动力学稳定、腹部检查正常且神志正常的钝性创伤患者中，腹部损伤的发生率较低。体格检查并关注临床危险因素，可在不进行CT的情况下准确地评估腹部。,对于醉酒患者的钝性创伤，腹部计算机断层扫描（CT）并非总是必要的。然而，近期研究表明，由于酒精对体格检查结果的掩盖效应，漏诊腹部损伤的风险更高。因此，CT扫描在确保没有损伤被漏诊方面发挥着关键作用，尤其是在血流动力学稳定的患者中。,"Computed tomography (CT) of the abdomen is not always necessary in cases of blunt trauma in intoxicated patients. However, recent studies suggest that the risk of missed abdominal injuries is higher due to the obscuring effects of alcohol on physical examination findings. Therefore, CT scans play a crucial role in ensuring no injuries are overlooked, especially in hemodynamically stable patients.",the risk of missed abdominal injuries is higher,与证据矛盾(contradictory),,,CT scans play a crucial role in ensuring no injuries are overlooked,与证据矛盾(contradictory),,,,,,Blunt trauma in intoxicated patients: is computed tomography of the abdomen always necessary?,"Physical examination to detect abdominal injuries has been considered unreliable in alcohol-intoxicated trauma patients. Computed tomography (CT) plays the primary role in these abdominal evaluations. We reviewed medical records of all blunt trauma patients admitted to our trauma service from January 1, 1992, to March 31, 1998. Study patients had a blood alcohol level>or =80 mg/dL, Glasgow Coma Scale (GCS) score of 15, and unremarkable abdominal examination. Of 324 patients studied, 317 (98%) had CT scans negative for abdominal injury. Abdominal injuries were identified in 7 patients (2%), with only 2 (0.6%) requiring abdominal exploration. A significant association was found between major chest injury and abdominal injury.","The incidence of abdominal injury in intoxicated, hemodynamically stable, blunt trauma patients with a normal abdominal examination and normal mentation is low. Physical examination and attention to clinical risk factors allow accurate abdominal evaluation without CT."
mh_0960,自然,采用人工腱索的微创二尖瓣修复术在常规手术中是否可重复和适用？,传统的切除技术和腱索转移在视频辅助二尖瓣修复术中难以应用。在这种情况下，使用人工腱索似乎更容易。本研究的目的是回顾新腱索修复作为微创二尖瓣修复常规方法的有效性和可重复性，并评估在这种情况下使用无垫片的“8”字缝合进行新腱索植入的稳定性。这是一项回顾性研究，纳入了2008年至2013年间所有接受微创视频辅助二尖瓣修复术的患者。主要终点为复发性二尖瓣反流和再次手术。研究期间共纳入426例连续患者，平均年龄为55 ± 18岁。所有患者均使用了新腱索，其中47例同时联合瓣叶切除。1例患者无法修复，,使用新腱索的微创二尖瓣修复术在常规心脏外科环境中提供了高修复率、可重复的结果，并在随访期间提供了稳定的修复。这已成为我们二尖瓣手术的首选技术。,由于结果差异性高，使用人工腱索的微创二尖瓣修复术尚不能可靠地用于常规使用。,Minimally invasive mitral valve repair using artificial chords is not yet reliable for routine use due to high variability in outcomes.,is not yet reliable for routine use,与证据矛盾(contradictory),,,high variability in outcomes,与证据矛盾(contradictory),,,,,,Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?,"Traditional resectional techniques and chordal transfer are difficult to apply in video-assisted mitral valve repair. Using artificial chords appears easier in this setting. The purpose of this study was to review the effectiveness and reproducibility of neochordal repair as a routine approach to minimally invasive mitral repair, and to assess the stability of neochord implantation using the figure-of-eight suture without pledgets in this setting. This is a retrospective review of all patients who underwent minimally invasive video-assisted mitral valve repair from 2008 to 2013. The primary endpoints were recurrent mitral regurgitation and reoperation. A total of 426 consecutive patients were included during the study period, with a mean age of 55 ± 18 years. Neochords were used in all patients, and in association with leaflet resection in 47 patients. One patient was not repairable and ","Minimally invasive mitral valve repair using neochords provided a high rate of repair, reproducible results in a routine cardiac surgery setting and stable repair during follow-up. This has become our preferred technique for mitral valve surgery."
mh_0041,自然,原发性直肠癌的放疗是否影响复发性直肠癌盆腔脏器切除术后的预后？,放疗可降低局部复发率，但也可能产生短期和长期毒性。如果尽管既往接受过放疗仍发生局部复发，放疗还可能使局部复发的治疗更具挑战性。本研究探讨了原发性直肠癌放疗对因局部复发行盆腔脏器切除术后结局的影响。我们对脏器切除数据库进行了回顾性研究。研究在一家专门从事盆腔脏器切除的四级转诊中心进行。回顾了1994年10月至2012年11月间转诊行盆腔脏器切除术的患者。比较了在原发性直肠癌治疗中接受和未接受放疗的患者。主要关注的结局为切缘、总生存期、无病生存期及手术并发症。共有108例患者，其中87例符合分析条件。患者……,在因局部复发性直肠癌行盆腔脏器切除术后，既往接受过原发性直肠癌放疗的患者比未接受放疗的患者具有更差的肿瘤学结局。,在因局部复发性直肠癌行盆腔脏器切除术后，既往接受过原发性直肠癌放疗的患者表现出更高的完全切缘切除率和更佳的总生存期。,Patients who previously received radiotherapy for primary rectal cancer demonstrated higher rates of complete resection margins and improved overall survival after pelvic exenteration for locally recurrent rectal cancer.,higher rates of complete resection margins and improved overall survival,与证据矛盾(contradictory),,,,,,,,,,Does radiotherapy of the primary rectal cancer affect prognosis after pelvic exenteration for recurrent rectal cancer?,"Radiotherapy reduces local recurrence rates but is also capable of short- and long-term toxicity. It may also render treatment of local recurrence more challenging if it develops despite previous radiotherapy. This study examined the impact of radiotherapy for the primary rectal cancer on outcomes after pelvic exenteration for local recurrence. We conducted a retrospective review of exenteration databases. The study took place at a quaternary referral center that specializes in pelvic exenteration. Patients referred for pelvic exenteration from October 1994 to November 2012 were reviewed. Patients who did and did not receive radiotherapy as part of their primary rectal cancer treatment were compared. The main outcomes of interest were resection margins, overall survival, disease-free survival, and surgical morbidities. There were 108 patients, of which 87 were eligible for analysis. Pati",Patients who previously received radiotherapy for primary rectal cancer treatment have worse oncologic outcomes than those who had not received radiotherapy after pelvic exenteration for locally recurrent rectal cancer.
